alpha,beta,gamma,gene_id,cluster
0.19684860110282898,1.4361240863800049,0.4432608485221863,AT5G40100,2
0.20723992586135864,1.7258979082107544,0.09713005274534225,AT1G06930,1
0.17727714776992798,1.5185517072677612,0.21068042516708374,AT1G04470,0
0.29185909032821655,1.5958807468414307,0.2921395003795624,AT5G66730,1
0.06715945899486542,1.665266513824463,0.01856006123125553,AT2G38472,3
0.22823293507099152,1.6130200624465942,0.22606436908245087,AT2G38474,1
0.20007669925689697,1.521567463874817,0.1594666689634323,AT2G38470,0
